symbol,date,event,prior_regime
BQ,2025-01-24,SOS,DISTRIBUTION
BRAG,2024-03-27,SOS,DISTRIBUTION
BRAZ,2024-12-11,SOW,ACCUMULATION
BRBS,2025-10-28,SOS,DISTRIBUTION
BRCC,2025-03-04,SOW,ACCUMULATION
BRKU,2025-03-31,SOS,ACCUMULATION
BRKU,2025-08-04,SOW,DISTRIBUTION
BRK.A,2025-03-31,SOS,DISTRIBUTION
BRK.B,2025-03-31,SOS,ACCUMULATION
BRNS,2024-04-30,SOW,ACCUMULATION
BRO,2024-08-02,SOS,DISTRIBUTION
BROS,2025-02-13,SOS,MARKDOWN
BRSP,2025-04-07,SOW,DISTRIBUTION
BRRR,2025-06-20,SOS,DISTRIBUTION
BRTX,2025-11-20,SOW,ACCUMULATION
BRX,2024-09-30,SOS,DISTRIBUTION
BSAC,2025-03-18,SOS,DISTRIBUTION
BSBK,2024-09-20,SOS,DISTRIBUTION
BSJQ,2024-11-07,SOS,MARKDOWN
BSET,2024-08-08,SOW,ACCUMULATION
BSM,2024-04-11,SOS,DISTRIBUTION
BSM,2024-08-02,SOW,MARKUP
BSMC,2025-10-07,SOS,DISTRIBUTION
BSMR,2025-04-07,SOW,ACCUMULATION
BSMS,2025-04-07,SOW,ACCUMULATION
BSRR,2024-11-06,SOS,ACCUMULATION
BSY,2025-07-10,SOS,DISTRIBUTION
BSX,2025-02-03,SOS,ACCUMULATION
BTAL,2025-04-04,SOS,DISTRIBUTION
BTAL,2025-08-12,SOW,DISTRIBUTION
BTBT,2024-11-11,SOS,DISTRIBUTION
BTBT,2025-04-07,SOW,MARKUP
BTBD,2024-06-24,SOS,DISTRIBUTION
BSVO,2025-12-10,SOS,ACCUMULATION
BTCS,2025-07-18,SOS,DISTRIBUTION
BTCO,2024-12-04,SOS,DISTRIBUTION
BTCW,2025-06-20,SOS,DISTRIBUTION
BTDR,2024-12-12,SOS,DISTRIBUTION
BTCT,2024-11-12,SOS,ACCUMULATION
BTF,2024-12-05,SOS,DISTRIBUTION
BTF,2025-02-21,SOW,MARKUP
BTE,2024-03-20,SOS,DISTRIBUTION
BTE,2024-11-01,SOW,ACCUMULATION
BTG,2025-07-08,SOS,ACCUMULATION
BTI,2025-04-02,SOS,DISTRIBUTION
BTOP,2024-12-05,SOS,DISTRIBUTION
BTM,2025-05-22,SOS,DISTRIBUTION
BTMD,2024-06-21,SOS,DISTRIBUTION
BTMD,2025-03-13,SOW,DISTRIBUTION
BTR,2024-07-10,SOS,DISTRIBUTION
BTR,2024-04-30,SOW,ACCUMULATION
BTRN,2025-05-12,SOS,DISTRIBUTION
BTU,2025-10-13,SOS,DISTRIBUTION
BTSG,2025-12-18,SOS,DISTRIBUTION
BUFC,2025-10-06,SOS,DISTRIBUTION
BUFS,2024-11-13,SOS,DISTRIBUTION
BULD,2025-10-07,SOS,DISTRIBUTION
BUR,2024-03-20,SOS,DISTRIBUTION
BUR,2025-04-04,SOW,ACCUMULATION
BUXX,2025-08-26,SOS,DISTRIBUTION
BUYW,2024-07-22,SOS,DISTRIBUTION
BV,2024-08-21,SOS,DISTRIBUTION
BUZZ,2025-09-25,SOS,DISTRIBUTION
BUZZ,2024-08-07,SOW,ACCUMULATION
BVS,2024-10-11,SOS,DISTRIBUTION
BW,2024-03-15,SOW,ACCUMULATION
BVN,2025-10-08,SOS,DISTRIBUTION
BVN,2025-01-02,SOW,ACCUMULATION
BWB,2024-07-11,SOS,DISTRIBUTION
BWAY,2025-11-28,SOS,DISTRIBUTION
BWIN,2024-09-20,SOS,ACCUMULATION
BWIN,2025-08-06,SOW,DISTRIBUTION
BWFG,2024-11-27,SOS,DISTRIBUTION
BWFG,2024-04-15,SOW,ACCUMULATION
BWEB,2024-12-04,SOS,DISTRIBUTION
BWEB,2024-08-05,SOW,ACCUMULATION
BWEN,2024-11-06,SOW,DISTRIBUTION
BWXT,2025-08-01,SOS,DISTRIBUTION
BXMT,2024-05-23,SOW,ACCUMULATION
BYFC,2025-01-15,SOS,MARKDOWN
BYFC,2024-03-18,SOW,ACCUMULATION
BYND,2024-02-28,SOS,DISTRIBUTION
BYRN,2025-02-10,SOS,DISTRIBUTION
BZH,2025-04-04,SOW,DISTRIBUTION
C,2025-07-17,SOS,DISTRIBUTION
CAAP,2025-11-11,SOS,DISTRIBUTION
CADE,2024-11-06,SOS,ACCUMULATION
CADL,2024-05-15,SOS,DISTRIBUTION
CADL,2024-11-15,SOW,MARKUP
CAG,2024-04-04,SOS,DISTRIBUTION
CAG,2025-10-29,SOW,ACCUMULATION
CALF,2024-03-08,SOS,DISTRIBUTION
CALF,2025-02-21,SOW,DISTRIBUTION
CALC,2024-04-24,SOS,DISTRIBUTION
CALC,2025-05-05,SOW,ACCUMULATION
CAL,2025-07-01,SOW,ACCUMULATION
CAMT,2024-05-31,SOS,DISTRIBUTION
CAMX,2025-07-10,SOS,DISTRIBUTION
CAN,2024-12-04,SOS,DISTRIBUTION
CANF,2024-04-05,SOS,DISTRIBUTION
CANG,2024-04-23,SOW,ACCUMULATION
CANQ,2024-04-15,SOW,ACCUMULATION
CAPL,2025-04-02,SOS,DISTRIBUTION
CARL,2025-12-03,SOS,DISTRIBUTION
CAR,2025-07-23,SOS,DISTRIBUTION
CAPT,2025-05-27,SOW,DISTRIBUTION
CARK,2024-11-26,SOS,DISTRIBUTION
CARE,2024-02-26,SOW,ACCUMULATION
CARS,2025-05-08,SOW,ACCUMULATION
CASH,2025-05-12,SOS,DISTRIBUTION
CARZ,2024-07-10,SOS,ACCUMULATION
CAT,2025-12-12,SOS,DISTRIBUTION
CASY,2025-11-25,SOS,DISTRIBUTION
CATX,2024-06-17,SOS,MARKDOWN
CB,2025-12-09,SOS,ACCUMULATION
CBAT,2024-05-22,SOS,DISTRIBUTION
CBAT,2025-03-27,SOW,MARKUP
CBAN,2024-11-06,SOS,ACCUMULATION
CBNA,2025-12-10,SOS,DISTRIBUTION
CBLS,2024-07-17,SOS,DISTRIBUTION
CBNK,2025-01-28,SOS,DISTRIBUTION
CBOE,2024-09-03,SOS,DISTRIBUTION
CBON,2025-08-29,SOS,ACCUMULATION
CBRE,2025-08-22,SOS,DISTRIBUTION
CBUS,2024-07-11,SOW,ACCUMULATION
CBZ,2024-04-17,SOS,DISTRIBUTION
CCB,2025-07-01,SOS,DISTRIBUTION
CCBG,2025-07-22,SOS,DISTRIBUTION
CCEF,2025-09-04,SOS,DISTRIBUTION
CCEL,2024-11-11,SOS,DISTRIBUTION
CCEP,2025-06-16,SOS,DISTRIBUTION
CCIX,2025-05-14,SOS,DISTRIBUTION
CCI,2024-02-28,SOS,DISTRIBUTION
CCI,2025-01-15,SOW,MARKUP
CCK,2025-07-01,SOS,DISTRIBUTION
CCOR,2025-04-09,SOS,DISTRIBUTION
CCRN,2024-11-08,SOW,DISTRIBUTION
CCS,2024-07-31,SOS,DISTRIBUTION
CCU,2025-04-03,SOS,DISTRIBUTION
CDE,2025-10-02,SOS,DISTRIBUTION
CDIO,2025-05-13,SOS,DISTRIBUTION
CDLR,2024-08-27,SOS,DISTRIBUTION
CDL,2024-11-06,SOS,DISTRIBUTION
CDNA,2024-07-16,SOS,DISTRIBUTION
CDP,2024-10-15,SOS,DISTRIBUTION
CDRE,2025-08-11,SOW,DISTRIBUTION
CDTX,2025-09-29,SOS,DISTRIBUTION
CDXS,2025-11-13,SOW,ACCUMULATION
CEGX,2025-10-01,SOS,DISTRIBUTION
CECO,2025-08-12,SOS,DISTRIBUTION
CEFA,2025-05-21,SOS,DISTRIBUTION
CEG,2025-06-03,SOS,DISTRIBUTION
CELC,2025-04-08,SOW,ACCUMULATION
CELH,2024-03-04,SOS,DISTRIBUTION
CENT,2024-05-09,SOS,ACCUMULATION
CENT,2024-07-16,SOW,MARKUP
CENX,2025-12-19,SOS,DISTRIBUTION
CEPU,2025-12-18,SOS,DISTRIBUTION
CERS,2025-04-07,SOW,ACCUMULATION
CERT,2025-04-07,SOW,ACCUMULATION
CFBK,2024-11-08,SOS,DISTRIBUTION
CFFI,2025-02-06,SOS,DISTRIBUTION
CFFI,2024-04-10,SOW,ACCUMULATION
CGAU,2025-08-22,SOS,DISTRIBUTION
CGC,2025-02-07,SOW,ACCUMULATION
CGEN,2024-03-04,SOS,DISTRIBUTION
CGEN,2025-04-09,SOW,MARKUP
CGGG,2025-10-15,SOS,DISTRIBUTION
CGIE,2025-04-04,SOW,ACCUMULATION
CGNG,2024-09-06,SOW,ACCUMULATION
CGNX,2024-05-02,SOS,DISTRIBUTION
CGON,2024-04-26,SOS,DISTRIBUTION
CGRO,2025-09-19,SOS,DISTRIBUTION
CHAC,2025-10-29,SOS,DISTRIBUTION
CGXU,2024-10-15,SOS,DISTRIBUTION
CHAT,2025-04-08,SOW,ACCUMULATION
CHDN,2025-04-24,SOW,DISTRIBUTION
CHD,2024-06-17,SOS,DISTRIBUTION
CHD,2025-12-08,SOW,ACCUMULATION
CHH,2025-11-21,SOW,ACCUMULATION
CHKP,2025-01-30,SOS,DISTRIBUTION
CHMG,2024-12-05,SOS,DISTRIBUTION
CHPS,2025-04-08,SOW,ACCUMULATION
CHMI,2025-04-10,SOW,ACCUMULATION
CHPT,2025-08-13,SOS,DISTRIBUTION
CHPT,2024-11-26,SOW,ACCUMULATION
CHRW,2025-10-08,SOS,DISTRIBUTION
CHT,2025-04-03,SOS,DISTRIBUTION
CHYM,2025-12-10,SOS,DISTRIBUTION
CHWY,2024-11-22,SOS,DISTRIBUTION
CIB,2025-10-02,SOS,DISTRIBUTION
CIBR,2025-10-07,SOS,DISTRIBUTION
CIBR,2024-04-15,SOW,ACCUMULATION
CIA,2025-11-05,SOS,DISTRIBUTION
CIA,2024-03-01,SOW,ACCUMULATION
CIGL,2025-07-09,SOS,DISTRIBUTION
CIFR,2025-09-17,SOS,DISTRIBUTION
CIL,2024-09-30,SOS,DISTRIBUTION
CINT,2024-08-16,SOS,MARKDOWN
CING,2024-08-15,SOS,MARKDOWN
CING,2024-04-15,SOW,DISTRIBUTION
CIVB,2025-05-15,SOS,DISTRIBUTION
CJMB,2025-12-03,SOW,ACCUMULATION
CIX,2024-03-11,SOS,ACCUMULATION
CIX,2024-05-13,SOW,DISTRIBUTION
CLBT,2024-12-20,SOS,DISTRIBUTION
CLDI,2024-07-15,SOS,MARKDOWN
CLCO,2024-08-28,SOW,ACCUMULATION
CLF,2025-02-07,SOW,ACCUMULATION
CLGN,2024-04-26,SOS,DISTRIBUTION
CLH,2024-10-15,SOS,DISTRIBUTION
CLIK,2025-10-10,SOS,DISTRIBUTION
CLLS,2025-12-12,SOS,DISTRIBUTION
CLMB,2024-11-19,SOS,ACCUMULATION
CLOV,2024-10-03,SOS,ACCUMULATION
CLOZ,2025-04-02,SOW,MARKUP
CLPR,2024-07-10,SOW,ACCUMULATION
CLPS,2024-08-12,SOW,ACCUMULATION
CLS,2025-09-05,SOS,DISTRIBUTION
CLPT,2025-10-02,SOS,DISTRIBUTION
CLSE,2024-05-31,SOS,DISTRIBUTION
CLWT,2024-05-03,SOS,DISTRIBUTION
CLWT,2025-01-21,SOW,ACCUMULATION
CLX,2024-03-14,SOS,DISTRIBUTION
CMBS,2024-03-26,SOW,ACCUMULATION
CMC,2024-12-18,SOW,DISTRIBUTION
CMBM,2024-06-21,SOW,ACCUMULATION
CMCL,2024-06-21,SOW,ACCUMULATION
CMCM,2025-09-11,SOS,DISTRIBUTION
CMDB,2025-11-21,SOS,DISTRIBUTION
CMCO,2025-02-11,SOW,ACCUMULATION
CMCT,2025-06-06,SOS,MARKDOWN
CME,2025-04-03,SOS,DISTRIBUTION
CMDY,2025-04-02,SOS,DISTRIBUTION
CMDT,2025-04-07,SOW,ACCUMULATION
CMI,2025-11-06,SOS,DISTRIBUTION
CMND,2024-07-15,SOS,DISTRIBUTION
CMPO,2025-10-06,SOS,DISTRIBUTION
CMPR,2024-04-03,SOS,DISTRIBUTION
CMPS,2025-01-10,SOW,ACCUMULATION
CMPX,2025-10-08,SOS,DISTRIBUTION
CMPX,2024-06-27,SOW,ACCUMULATION
CNA,2024-12-05,SOS,DISTRIBUTION
CNCK,2025-10-23,SOW,ACCUMULATION
CNC,2024-10-25,SOW,ACCUMULATION
CNET,2024-09-30,SOS,MARKDOWN
CNF,2025-09-05,SOS,MARKDOWN
CNF,2025-06-23,SOW,ACCUMULATION
CNL,2025-08-26,SOS,ACCUMULATION
CNI,2025-01-10,SOW,ACCUMULATION
CNNE,2025-03-10,SOW,DISTRIBUTION
CNMD,2025-12-05,SOW,ACCUMULATION
CNOBP,2025-08-13,SOS,DISTRIBUTION
CNR,2025-04-04,SOW,ACCUMULATION
CNSP,2024-06-05,SOS,DISTRIBUTION
CNS,2024-03-21,SOS,MARKDOWN
CNS,2024-03-14,SOW,DISTRIBUTION
CNTX,2024-05-02,SOS,DISTRIBUTION
CNTY,2024-11-08,SOS,DISTRIBUTION
CNVS,2025-07-02,SOS,DISTRIBUTION
CNX,2024-09-30,SOS,DISTRIBUTION
CNXC,2024-12-18,SOW,ACCUMULATION
COCO,2025-09-29,SOS,DISTRIBUTION
COE,2025-06-23,SOS,DISTRIBUTION
CODX,2025-03-07,SOW,ACCUMULATION
COF,2024-10-25,SOS,DISTRIBUTION
COGT,2025-04-08,SOW,ACCUMULATION
COIG,2025-06-24,SOS,DISTRIBUTION
COHR,2025-11-10,SOS,DISTRIBUTION
COHN,2025-12-02,SOS,DISTRIBUTION
COIW,2025-07-18,SOS,DISTRIBUTION
COHU,2025-03-03,SOW,DISTRIBUTION
COIN,2024-11-11,SOS,ACCUMULATION
COKE,2024-07-23,SOS,DISTRIBUTION
COLL,2025-12-10,SOS,DISTRIBUTION
COLL,2025-02-28,SOW,ACCUMULATION
COMP,2025-02-19,SOS,ACCUMULATION
CONL,2024-02-26,SOS,DISTRIBUTION
COPA,2025-12-12,SOS,DISTRIBUTION
COOT,2024-10-23,SOW,ACCUMULATION
COOK,2025-11-05,SOW,DISTRIBUTION
COPJ,2024-04-03,SOS,DISTRIBUTION
COPP,2025-12-12,SOS,DISTRIBUTION
CORO,2025-06-05,SOS,DISTRIBUTION
CORZ,2025-10-10,SOS,DISTRIBUTION
COST,2025-02-03,SOS,DISTRIBUTION
COUR,2024-07-18,SOW,DISTRIBUTION
COTY,2025-11-06,SOW,ACCUMULATION
COWG,2024-11-21,SOS,DISTRIBUTION
COYA,2024-02-27,SOS,DISTRIBUTION
COYA,2024-08-12,SOW,MARKUP
CPAY,2025-10-29,SOW,ACCUMULATION
CPB,2024-03-06,SOS,ACCUMULATION
CPB,2025-01-10,SOW,ACCUMULATION
CPF,2024-06-28,SOS,DISTRIBUTION
CPII,2025-12-16,SOW,ACCUMULATION
CPK,2025-04-03,SOS,DISTRIBUTION
CPNM,2025-11-20,SOS,DISTRIBUTION
CPRT,2024-02-26,SOS,DISTRIBUTION
CPRI,2025-03-10,SOW,ACCUMULATION
CPSH,2025-08-11,SOS,DISTRIBUTION
CPSP,2025-09-11,SOS,DISTRIBUTION
CPT,2024-11-08,SOS,DISTRIBUTION
CQP,2024-12-02,SOS,DISTRIBUTION
CQP,2024-03-22,SOW,ACCUMULATION
CPZ,2025-09-16,SOS,DISTRIBUTION
CQQQ,2025-09-30,SOS,DISTRIBUTION
CR,2024-11-19,SOS,DISTRIBUTION
CRAK,2025-11-14,SOS,DISTRIBUTION
CRBG,2025-01-29,SOS,DISTRIBUTION
CRBP,2024-05-08,SOS,DISTRIBUTION
CRBU,2025-01-31,SOW,ACCUMULATION
CRC,2024-06-03,SOW,ACCUMULATION
CRDL,2024-02-28,SOS,DISTRIBUTION
CRD.A,2024-03-05,SOW,DISTRIBUTION
CRDO,2025-01-21,SOS,DISTRIBUTION
CRDT,2025-06-30,SOW,ACCUMULATION
CRED,2024-08-07,SOS,DISTRIBUTION
CREX,2024-02-27,SOS,DISTRIBUTION
CREX,2025-04-08,SOW,MARKUP
CRESY,2024-12-03,SOS,DISTRIBUTION
CRGO,2024-10-03,SOW,ACCUMULATION
CRH,2024-11-27,SOS,DISTRIBUTION
CRIS,2024-11-05,SOW,ACCUMULATION
CRL,2025-04-07,SOW,ACCUMULATION
CRNC,2025-01-03,SOS,DISTRIBUTION
CRMT,2025-03-03,SOW,MARKUP
CRNX,2024-05-22,SOS,DISTRIBUTION
CROX,2024-03-20,SOS,DISTRIBUTION
CROX,2025-04-08,SOW,DISTRIBUTION
CRSP,2024-05-10,SOW,ACCUMULATION
CRTO,2024-08-01,SOS,DISTRIBUTION
CRVS,2024-10-25,SOS,DISTRIBUTION
CRVO,2024-11-27,SOW,MARKUP
CRWV,2025-08-14,SOW,ACCUMULATION
CRWD,2025-11-14,SOS,DISTRIBUTION
CSBR,2024-12-30,SOS,DISTRIBUTION
CSD,2024-11-21,SOS,DISTRIBUTION
CSGS,2025-10-28,SOS,DISTRIBUTION
CSL,2025-11-20,SOW,ACCUMULATION
CSM,2025-11-13,SOS,DISTRIBUTION
CSR,2024-07-16,SOS,DISTRIBUTION
CSQ,2024-11-14,SOS,DISTRIBUTION
CSWC,2024-11-04,SOW,ACCUMULATION
CTEF,2025-10-03,SOS,DISTRIBUTION
CTA,2024-05-23,SOS,MARKDOWN
CTEV,2025-06-23,SOS,DISTRIBUTION
CTAS,2024-12-19,SOW,MARKUP
CTEX,2025-03-03,SOW,ACCUMULATION
CTLP,2025-08-14,SOS,DISTRIBUTION
CTMX,2025-03-07,SOW,ACCUMULATION
CTM,2024-12-26,SOS,ACCUMULATION
CTKB,2025-05-09,SOW,DISTRIBUTION
CTOR,2025-06-26,SOS,DISTRIBUTION
CTRA,2024-04-12,SOS,ACCUMULATION
CTRA,2024-08-01,SOW,DISTRIBUTION
CTOS,2025-07-31,SOS,DISTRIBUTION
CTOS,2024-03-08,SOW,DISTRIBUTION
CTRI,2025-01-24,SOS,DISTRIBUTION
CTRN,2024-02-29,SOS,DISTRIBUTION
CTRN,2024-08-27,SOW,MARKUP
CTS,2024-07-16,SOS,DISTRIBUTION
CTVA,2025-02-03,SOS,DISTRIBUTION
CUBE,2024-03-01,SOS,DISTRIBUTION
CUBE,2025-04-07,SOW,DISTRIBUTION
CURB,2025-04-08,SOW,ACCUMULATION
CUBI,2025-08-22,SOS,DISTRIBUTION
CULP,2024-06-28,SOW,ACCUMULATION
CURI,2025-04-22,SOS,DISTRIBUTION
CUT,2024-03-20,SOS,DISTRIBUTION
CURV,2025-12-16,SOW,ACCUMULATION
CUZ,2024-10-14,SOS,DISTRIBUTION
CVE,2024-04-11,SOS,DISTRIBUTION
CVGW,2024-08-13,SOW,ACCUMULATION
CVEO,2024-02-29,SOS,MARKDOWN
CVLC,2025-11-13,SOS,DISTRIBUTION
CVLG,2024-05-17,SOS,ACCUMULATION
CVLG,2024-05-17,SOW,ACCUMULATION
CVNA,2024-03-08,SOS,DISTRIBUTION
CVR,2025-03-31,SOW,ACCUMULATION
CVRD,2024-07-11,SOW,ACCUMULATION
CVV,2024-04-01,SOS,DISTRIBUTION
CVV,2025-04-04,SOW,ACCUMULATION
CVU,2024-07-02,SOW,ACCUMULATION
CWB,2025-08-22,SOS,DISTRIBUTION
CWCO,2024-11-05,SOW,ACCUMULATION
CWD,2025-05-02,SOS,ACCUMULATION
CWEB,2024-05-16,SOS,ACCUMULATION
CWEN.A,2025-06-30,SOS,DISTRIBUTION
CXRN,2025-03-04,SOW,MARKUP
CXAI,2024-02-26,SOS,DISTRIBUTION
CXAI,2025-09-18,SOW,ACCUMULATION
CX,2025-12-12,SOS,DISTRIBUTION
CXM,2024-11-05,SOW,DISTRIBUTION
CXSE,2025-10-07,SOS,DISTRIBUTION
CYCU,2025-10-27,SOS,DISTRIBUTION
CYCN,2024-04-12,SOS,DISTRIBUTION
CYCN,2025-12-04,SOW,DISTRIBUTION
CYBR,2025-10-10,SOS,DISTRIBUTION
CYD,2025-08-25,SOS,DISTRIBUTION
CYTK,2025-04-08,SOW,DISTRIBUTION
CZNC,2025-01-29,SOS,DISTRIBUTION
CZR,2024-05-23,SOW,ACCUMULATION
DAIC,2025-12-18,SOW,ACCUMULATION
D,2025-09-23,SOS,DISTRIBUTION
DAC,2025-12-03,SOS,DISTRIBUTION
DAC,2024-03-04,SOW,ACCUMULATION
DAIO,2024-04-08,SOS,DISTRIBUTION
DAIO,2024-08-15,SOW,ACCUMULATION
DAKT,2025-09-11,SOS,ACCUMULATION
DAN,2024-10-30,SOW,DISTRIBUTION
DAL,2024-11-11,SOS,DISTRIBUTION
DAO,2025-02-10,SOS,ACCUMULATION
DAPP,2024-11-07,SOS,ACCUMULATION
DAR,2025-03-13,SOW,DISTRIBUTION
DARE,2024-07-01,SOS,MARKDOWN
DAUG,2025-10-10,SOS,DISTRIBUTION
DAVE,2025-05-29,SOS,DISTRIBUTION
DAWN,2024-04-25,SOW,ACCUMULATION
DB,2025-06-13,SOS,DISTRIBUTION
DAY,2024-07-08,SOW,ACCUMULATION
DBAW,2024-05-23,SOS,DISTRIBUTION
DBEU,2025-11-13,SOS,DISTRIBUTION
DBI,2024-09-11,SOW,DISTRIBUTION
DBJP,2025-09-19,SOS,DISTRIBUTION
DBRG,2024-10-24,SOS,DISTRIBUTION
DBVT,2025-04-02,SOS,DISTRIBUTION
DBX,2025-01-28,SOS,ACCUMULATION
DBX,2024-06-13,SOW,DISTRIBUTION
DCBO,2024-03-01,SOS,DISTRIBUTION
DCBO,2025-05-09,SOW,ACCUMULATION
DCI,2025-11-03,SOS,DISTRIBUTION
DCO,2025-07-18,SOS,DISTRIBUTION
DCOM,2024-10-21,SOS,DISTRIBUTION
DCTH,2025-01-13,SOS,DISTRIBUTION
DD,2024-06-24,SOS,DISTRIBUTION
DDEC,2025-06-23,SOS,DISTRIBUTION
DDL,2024-09-30,SOS,ACCUMULATION
DDIV,2024-11-21,SOS,DISTRIBUTION
DDM,2025-11-13,SOS,DISTRIBUTION
DECO,2025-10-07,SOS,DISTRIBUTION
DECP,2024-11-27,SOS,DISTRIBUTION
DE,2025-07-10,SOS,DISTRIBUTION
DECK,2025-12-01,SOW,ACCUMULATION
DESK,2024-03-01,SOS,DISTRIBUTION
DESK,2024-05-29,SOW,DISTRIBUTION
DFAI,2025-07-23,SOS,DISTRIBUTION
DFAT,2025-12-10,SOS,ACCUMULATION
DFCF,2024-09-06,SOS,DISTRIBUTION
DFEN,2025-06-10,SOS,DISTRIBUTION
DFH,2025-02-21,SOW,DISTRIBUTION
DFNL,2024-11-26,SOS,DISTRIBUTION
DFSE,2025-07-24,SOS,DISTRIBUTION
DFSV,2025-12-10,SOS,ACCUMULATION
DFVX,2025-04-04,SOW,ACCUMULATION
DGII,2025-09-18,SOS,DISTRIBUTION
DGIN,2024-08-28,SOS,DISTRIBUTION
DGLY,2024-08-19,SOW,DISTRIBUTION
DGRW,2024-11-21,SOS,DISTRIBUTION
DGS,2024-08-05,SOW,ACCUMULATION
DGXX,2025-11-04,SOS,DISTRIBUTION
DGX,2025-03-11,SOS,DISTRIBUTION
DHDG,2025-07-22,SOS,DISTRIBUTION
DHCNI,2025-08-13,SOS,DISTRIBUTION
DHCNL,2024-09-20,SOS,MARKDOWN
DHIL,2024-05-09,SOS,DISTRIBUTION
DHIL,2025-04-04,SOW,ACCUMULATION
DHI,2024-04-04,SOS,DISTRIBUTION
DHX,2024-02-26,SOS,DISTRIBUTION
DHT,2025-10-30,SOS,DISTRIBUTION
DHT,2025-04-04,SOW,ACCUMULATION
DHR,2025-04-04,SOW,DISTRIBUTION
DIA,2025-09-11,SOS,DISTRIBUTION
DIM,2024-10-01,SOS,DISTRIBUTION
DIHP,2025-04-07,SOW,ACCUMULATION
DIOD,2024-03-07,SOS,DISTRIBUTION
DIOD,2025-02-11,SOW,DISTRIBUTION
DIN,2025-04-07,SOW,ACCUMULATION
DIS,2024-04-03,SOS,ACCUMULATION
DIS,2024-06-28,SOW,DISTRIBUTION
DINT,2024-10-07,SOS,DISTRIBUTION
DIVB,2025-12-10,SOS,DISTRIBUTION
DIVO,2025-09-11,SOS,DISTRIBUTION
DJAN,2025-08-22,SOS,DISTRIBUTION
DIVZ,2024-05-31,SOS,DISTRIBUTION
DJD,2024-09-11,SOS,DISTRIBUTION
DJUL,2024-09-11,SOS,DISTRIBUTION
DKNG,2025-02-14,SOS,DISTRIBUTION
DKS,2024-03-21,SOS,ACCUMULATION
DLB,2024-04-09,SOS,DISTRIBUTION
DLB,2024-08-01,SOW,ACCUMULATION
DLNG,2024-06-20,SOS,DISTRIBUTION
DLO,2024-03-08,SOS,DISTRIBUTION
DLPN,2025-10-27,SOS,DISTRIBUTION
DLPN,2024-07-10,SOW,ACCUMULATION
DLR,2024-10-25,SOS,MARKDOWN
DLX,2024-05-02,SOS,DISTRIBUTION
DLTR,2024-09-04,SOW,DISTRIBUTION
DMAR,2024-07-18,SOS,DISTRIBUTION
DMAC,2025-12-10,SOS,DISTRIBUTION
DMCY,2024-08-06,SOW,ACCUMULATION
DMXF,2025-11-13,SOS,DISTRIBUTION
DMXF,2024-04-15,SOW,ACCUMULATION
DNN,2024-03-01,SOS,DISTRIBUTION
DOC,2024-10-15,SOS,DISTRIBUTION
DNUT,2025-05-08,SOW,DISTRIBUTION
DOGZ,2024-09-12,SOS,DISTRIBUTION
DOL,2024-05-23,SOS,DISTRIBUTION
DOMH,2025-02-13,SOS,DISTRIBUTION
DOMO,2025-07-18,SOS,DISTRIBUTION
DORM,2025-08-12,SOS,DISTRIBUTION
DOV,2024-07-16,SOS,DISTRIBUTION
DOW,2025-10-07,SOW,ACCUMULATION
DPRO,2025-10-09,SOS,DISTRIBUTION
DOYU,2024-05-02,SOS,DISTRIBUTION
DPST,2024-11-06,SOS,DISTRIBUTION
DRAI,2025-07-29,SOS,DISTRIBUTION
DQ,2024-04-30,SOW,ACCUMULATION
DRD,2025-10-17,SOS,DISTRIBUTION
DRH,2024-12-03,SOS,DISTRIBUTION
DRH,2025-04-03,SOW,ACCUMULATION
DRIP,2024-05-01,SOS,DISTRIBUTION
DRI,2025-02-03,SOS,MARKDOWN
DRIV,2025-04-04,SOW,ACCUMULATION
DRUG,2025-10-13,SOS,DISTRIBUTION
DRS,2025-06-16,SOS,DISTRIBUTION
DRTS,2025-12-15,SOS,DISTRIBUTION
DRV,2024-10-21,SOW,DISTRIBUTION
DRVN,2025-07-10,SOS,DISTRIBUTION
DSGX,2024-07-17,SOS,DISTRIBUTION
DSGN,2025-11-25,SOS,DISTRIBUTION
DSP,2024-07-16,SOS,DISTRIBUTION
DSS,2024-04-08,SOS,DISTRIBUTION
DSS,2025-05-07,SOW,ACCUMULATION
DSWL,2025-09-02,SOS,ACCUMULATION
DSTL,2025-12-10,SOS,DISTRIBUTION
DSX,2025-04-04,SOW,ACCUMULATION
DT,2025-01-28,SOS,DISTRIBUTION
DSY,2024-08-15,SOS,MARKDOWN
DSY,2024-08-09,SOW,DISTRIBUTION
DTE,2025-08-22,SOS,DISTRIBUTION
DTIL,2024-12-31,SOW,DISTRIBUTION
DTI,2025-04-03,SOW,DISTRIBUTION
DTM,2024-11-07,SOS,DISTRIBUTION
DTSQ,2025-01-02,SOS,DISTRIBUTION
DTSS,2024-03-05,SOS,DISTRIBUTION
DTSS,2025-11-14,SOW,ACCUMULATION
DUO,2024-09-30,SOS,MARKDOWN
DUSL,2025-07-29,SOS,DISTRIBUTION
DUST,2024-11-04,SOS,MARKDOWN
DVDN,2024-07-31,SOS,DISTRIBUTION
DVLT,2025-05-14,SOS,DISTRIBUTION
DVAX,2024-05-09,SOW,DISTRIBUTION
DVOL,2024-11-14,SOS,ACCUMULATION
DVLU,2024-09-30,SOS,DISTRIBUTION
DVND,2024-10-30,SOS,DISTRIBUTION
DVYE,2025-04-07,SOW,ACCUMULATION
