date,symbol,transition,prior_regime,new_regime,event,detector,fwd_5,fwd_10,fwd_20,fwd_40
2024-11-07,BITI,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.13988095238095233,-0.23511904761904756,-0.26388888888888884,-0.23511904761904756
2024-11-15,BITI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0753728335348649,-0.048770656993147865,-0.14228133817009259,-0.10600564288593306
2024-04-30,BITO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0,-0.024599765716516897,0.06325654041390094,-0.09839906286606792
2024-11-21,BITU,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.03291968286797664,0.049810410203378064,-0.07721475353326446,0.0191313340227508
2024-06-10,BIVI,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,-0.03144654088050303,-0.0591194968553459,-0.09538784067085948,3.570230607966457
2024-10-18,BIVI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.21702127659574466,0.17872340425531918,0.35744680851063815,0.08085106382978724
2024-05-23,BJ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.05853365384615383,0.06298076923076912,0.06406249999999991,0.09543269230769225
2025-10-31,BJRI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.029740871613663122,0.0747938751472319,0.09599528857479389,
2024-09-04,BJUN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0034729770035335505,0.01249665087734364,0.023673873810113655,0.03481570978651538
2024-04-22,BKCI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.016844363648274685,0.02667092484318445,0.06300463486136354,0.0506149789547814
2024-10-16,BKD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.07784431137724546,-0.05239520958083832,-0.18562874251496997,-0.21107784431137733
2024-10-14,BKF,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.02910534679656107,-0.02320778182464245,-0.04306456229703981,-0.043220021122659436
2025-04-03,BKGI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0589237540820674,-0.005821382933409169,0.026267215675138456,0.0870367741019451
2025-04-09,BKNG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.016350686260917735,0.04584820809649259,0.11891506654651351,0.2162523395258562
2024-12-17,BKU,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.02794561933534745,-0.0453172205438066,0.0025176233635448853,0.02089627391742188
2025-04-08,BKUI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.0006037432078889182,0.00110686254779635,-0.0003018716039444591,-0.0003018716039444591
2025-10-29,BKV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.06922072268175872,0.15716151501959086,0.14888985633434926,
2024-05-08,BLBD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.4112946190729887,0.4280767181672882,0.5226425146510387,0.27277570591369216
2024-09-06,BLBD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.08419689119170992,0.17681347150259064,-0.0729706390328152,-0.09175302245250427
2025-04-22,BLCN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.019082001031459628,-0.0072202166064981865,0.1500773594636411,0.1681279009798864
2024-06-03,BLDR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.033986326584275695,-0.014396529056008411,-0.11425190638969229,0.10024980278727313
2025-01-06,BLIN,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.23829787234042554,-0.2808510638297873,-0.17021276595744683,-0.4085106382978724
2025-08-01,BLND,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.2331460674157304,-0.202247191011236,0.016853932584269593,0.05337078651685401
2025-09-10,BLRX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.1132075471698114,-0.10849056603773599,0.037735849056603765,-0.179245283018868
2024-09-26,BLTE,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.08644610458911406,0.18249733191035222,0.42155816435432225,0.7598719316969049
2025-10-27,BLX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.045534924845269775,-0.012378426171529622,-0.016136162687886868,-0.025862068965517238
2025-04-09,BMAY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.03282358196084301,0.0011541053359944708,0.028065156604606623,0.06886936405439537
2024-07-31,BMBL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.13704496788008558,-0.3875802997858673,-0.2997858672376873,-0.31049250535331896
2024-08-08,BMBL,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.03327495621716303,0.1348511383537654,0.1873905429071805,0.16462346760070057
2025-03-03,BMDL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.007502467917077871,-0.012240868706811403,-0.005705824284304106,-0.006515301085883496
2024-07-19,BMI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.08254617968094036,0.02513643996641468,0.04943324937027693,0.11140848026868166
2025-04-09,BMO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.012211077191452313,0.04044919319668572,0.08078935891844741,0.18065852594853915
2025-06-11,BMR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.2396088019559902,-0.23227383863080675,-0.26650366748166254,-0.30073349633251834
2025-04-21,BMRA,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,0.04347826086956519,-0.04076086956521752,-0.021739130434782594,-0.11413043478260876
2025-05-28,BMRA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.02120503539511187,0.09868990038117809,0.025016816682148724,0.2524424228835005
2024-11-14,BMRN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.032774390243902274,0.006554878048780521,0.006250000000000089,-0.06128048780487805
2024-12-09,BMVP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.018961348724377602,-0.04073932368408206,-0.04185050715553318,-0.009033962325588951
2025-09-23,BN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0417772809836523,-0.054072935587536564,-0.3684504680732149,-0.393181500628755
2024-12-17,BNAI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0016662038322687867,0.48569841710635964,-0.12524298805887246,-0.1780061094140516
2025-04-09,BND,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.0017886626307099807,0.0035773252614197393,-0.0023390203632360773,-0.006535498073748092
2025-04-04,BNDI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.01629336188436825,-0.01536830835117775,-0.002693790149893016,-0.0032119914346896428
2025-10-16,BNDW,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0008341209560792651,-0.0033492945557239695,-0.007808852500085561,-0.013210710910188217
2025-11-05,BNGE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.007964537611467204,-0.04298934264082932,-0.021987923731007886,
2025-01-27,BNGO,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.08934707903780081,-0.10309278350515472,-0.1924398625429553,-0.4329896907216495
2025-02-26,BNGO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.12393162393162394,-0.2286324786324786,-0.33333333333333326,-0.09188034188034178
2024-08-05,BNOV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.020278951517647803,0.030314768390586666,0.030181102985102903,0.039357642251361735
2025-12-04,BNR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.17031630170316303,-0.0009732360097323145,,
2025-05-23,BNRG,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.1311180960933993,0.5918275707229455,4.029187247418052,3.7148630444544226
2025-02-03,BNS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.023044269254093308,0.03153426318981212,-0.020012128562765352,-0.05255710531635338
2025-03-06,BNT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.07239474185559158,0.022099447513812098,-0.03962659554200809,0.056201181177367054
2024-10-03,BNZI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.22062350119904073,-0.19664268585131894,-0.4148681055155875,-0.6354916067146283
2024-05-13,BOC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.03069236259814412,0.07994289793005005,-0.001427551748750866,-0.05353319057815842
2025-11-14,BOC,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.08861859252823634,0.1033883579496091,0.19374456993918332,
2024-12-20,BOCT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.0005305651672433687,0.0002952710495962574,0.022376009227220273,0.015540945790080585
2024-09-04,BODI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.08939393939393936,-0.0924242424242423,0.028787878787878807,-0.025757575757575757
2025-10-21,BOF,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0071428571428571175,0.06785714285714306,0.04285714285714293,0.12857142857142878
2024-11-06,BOH,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.027996500437445393,-0.04474440694913129,-0.043244594425696836,-0.10961129858767671
2024-12-05,BOH,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.024036577400392,-0.10894839973873294,-0.06936642717178321,-0.014500326583932077
2025-03-25,BOLD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.09375000000000011,-0.3125,-0.012499999999999956,0.03749999999999987
2024-04-10,BON,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,8.98235294117647,8.905882352941177,5.188235294117647,3.658823529411765
2024-06-05,BON,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0617021276595745,-0.09361702127659588,0.025531914893617058,-0.08936170212765959
2024-11-08,BOOM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.13484358144552322,-0.20172599784250267,-0.11434735706580357,-0.19633225458468173
2024-10-25,BORR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.13191489361702124,-0.1574468085106383,-0.13829787234042556,-0.2085106382978723
2025-04-04,BOW,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.006795608991113422,0.020909566126503076,0.07945635128071094,-0.021170935703084037
2024-08-28,BOX,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.02504696305572951,0.02974326862867871,0.01440200375704448,0.00720100187852224
2025-08-11,BOXL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.23728595890410953,-0.1952054794520548,-0.26369863013698625,-0.045376712328767055
2024-09-10,BP,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.04494382022471899,0.053932584269662964,0.02825040128410916,-0.038202247191011174
2024-09-27,BP,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.04646721833227252,0.021960534691279454,0.003182686187141792,-0.05410566518141324
2024-11-29,BPYPM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.024536205864751692,-0.06822262118491929,-0.07899461400359065,-0.05564332734889288
2025-03-31,BPYPO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.04618668596237341,0.0065123010130245795,0.04486251808972508,0.06512301013024602
2025-05-13,BQ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.1028368794326241,-0.24822695035460984,-0.23404255319148926,0.5425531914893618
2024-09-17,BRAG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.01724137931034475,-0.044061302681992265,-0.07662835249042133,-0.13793103448275856
2025-02-28,BRC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.011866979439768222,-0.023871947012557015,-0.028977507934317526,-0.040154546708983
2024-09-12,BRFH,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.07999999999999996,-0.17538461538461536,-0.16923076923076918,-0.24615384615384606
2024-12-04,BRHY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0012634852755368797,-0.017539119447954055,-0.009913499854213192,-0.006706191077850088
2024-08-28,BRK.B,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.0007103037086464425,-0.029531414795841426,-0.0224068533545706,-0.014679609978690888
2025-03-31,BRK.B,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.07923692215254052,-0.005745615682151151,0.003736527845581872,-0.05533440985391869
2025-03-31,BRKU,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.16315624017604524,-0.027035523420308016,-0.015403961018547574,-0.13832128261552967
2025-08-04,BRKU,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.02168021680216814,0.07813911472448054,0.1775067750677506,0.1662149954832881
2024-08-28,BRLS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.049429657794676785,-0.06210392902408102,-0.22053231939163487,-0.2636248415716097
2024-05-20,BRLT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.00427350427350448,-0.04273504273504258,-0.04273504273504258,-0.05555555555555547
2025-02-28,BRN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.014306249572181629,0.18420151961119857,0.10890546923129585,-0.08960229995208435
2025-03-03,BROS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.23487031700288197,-0.18862981399004464,-0.1912496725176841,-0.2012051349227143
2024-08-01,BRSP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.06371681415929209,0.003539823008849474,0.038938053097345104,0.02123893805309729
2025-04-07,BRSP,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,-0.05353319057815842,-0.008565310492505307,0.08993576017130622,0.10064239828693777
2025-07-08,BRSP,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.007952286282306154,-0.017892644135188873,0.06759443339960236,0.16500994035785288
2025-07-29,BRX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0015180265654648473,0.0034155597722960174,0.0470588235294116,0.03567362428842502
2024-05-30,BRZE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.014469453376205754,-0.03483386923901388,0.04072883172561648,0.142282958199357
2025-06-26,BSBK,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.007499999999999951,-0.020000000000000018,0.007500000000000062,0.1588750000000001
2025-04-03,BSET,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.024057217165149414,0.21586475942782823,0.21326397919375806,0.06436931079323793
2025-06-25,BSJQ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.00042844901456728923,0.0,-0.002142245072836335,-0.0027849185946873245
2025-10-14,BSJU,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,7.312445397200662e-05,0.006230973209509161,0.005461242115067044,0.005461242115067044
2025-08-18,BSJW,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.007480376766091146,0.006491365777079983,0.019819466248037543,0.009222919937205587
2025-01-15,BSMQ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.0008474576271187972,0.0012711864406778073,0.005084745762711673,0.0021186440677964935
2025-11-20,BSMY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0,-0.005054722334819628,-0.0014025131738955032,
2024-07-11,BSRR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.14015946286193892,0.2656315568610996,0.13428451531682772,0.21485522450692418
2024-11-06,BSRR,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.06996241688349236,-0.11535125758889853,-0.1049436253252386,-0.1705695287655392
2024-07-11,BSVN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.08891559026734752,0.21117452688495053,0.13757885250826063,0.11294683088014423
2025-12-10,BSVO,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.02139917695473248,-0.02427983539094647,,
2024-12-20,BSX,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.008206857785272748,0.03417650365373803,0.142664418212479,0.1747048903878583
2025-02-03,BSX,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,0.030173668380712337,0.022120888716406384,0.005239157853885734,-0.017754923838168235
2025-03-06,BSX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.05386904761904754,0.00704365079365088,-0.022817460317460236,0.04097222222222241
2025-10-02,BSY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.09338695263628238,-0.1011617515638964,-0.10044682752457557,-0.2500446827524576
2025-08-12,BTAL,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.041871921182266236,0.004310344827586299,-0.020935960591132896,-0.05110837438423632
2025-08-19,BTAL,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.036052009456264966,-0.03309692671394815,-0.0650118203309693,-0.09219858156028382
2025-05-16,BTBT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.050420168067226934,0.0,0.10084033613445387,0.6512605042016808
2025-06-23,BTCI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.01634320735444339,0.028430371127000198,0.10776302349336042,0.04647599591419804
2024-11-12,BTCT,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,0.5542857142857143,0.4604761904761905,-0.21142857142857152,-0.6190476190476191
2024-12-06,BTCT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.3923809523809524,-0.5247619047619048,-0.5514285714285714,-0.4438095238095239
2024-12-13,BTCZ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.0926640926640927,0.12162162162162171,-0.021235521235521082,0.025096525096525157
2025-10-03,BTDR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.08444902162718848,0.23686920700308955,0.14315139031925828,-0.33316168898043264
2025-07-08,BTG,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,-0.019886363636363535,0.005681818181818121,0.05397727272727271,0.17045454545454541
2024-08-05,BTI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.02485714285714269,0.03228571428571425,0.08571428571428563,0.04142857142857159
2024-11-13,BTMD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.0982142857142857,-0.005952380952380931,-0.02678571428571419,-0.15625
2025-03-13,BTMD,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.36807817589576564,0.19543973941368087,0.0912052117263844,0.30293159609120535
2025-03-03,BTOC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.3157894736842105,-0.4736842105263157,-0.5215311004784688,-0.4832535885167464
2024-12-10,BTOG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.06542056074766356,-0.11308411214953284,-0.17869158878504676,-0.5420560747663552
2025-04-09,BUD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.05638176172577225,0.07582938388625604,0.09495015525412653,0.16048373917306757
2024-08-06,BUFB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.02472435683260943,0.03909121282993655,0.032903441363180796,0.05228533244236555
2024-08-02,BUFC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.001068947087119243,0.015766969535008002,0.01950828433992502,0.03180117584179576
2025-01-07,BUFS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.007009345794392718,0.020901869158878705,0.022897196261682407,-0.039626168224298985
2025-03-07,BUL,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.028660248343351014,-0.015752466273001753,-0.12791838638423703,0.005869773745302842
2024-05-29,BURL,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.17533439808344986,0.15482132162108186,0.18940906368536625,0.24590736673986813
2024-08-29,BURU,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.4670103092783505,-0.5489690721649485,-0.4804123711340206,-0.3310309278350515
2024-10-23,BUSE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.010935601458080146,0.10530579181854982,0.07209396516808408,-0.025516403402187193
2024-12-18,BUYW,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.007194244604316502,0.004316546762589857,0.014388489208633004,0.016546762589928043
2025-11-07,BUYZ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.025732301179674733,-0.06838264679326822,0.0007006014317925136,
2025-04-07,BUZZ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.09126191512083204,0.07285527825020743,0.19348969663410198,0.36312937546968316
2025-11-13,BUZZ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.08918348900271156,0.004519433564326825,0.014763482976800413,
2025-03-11,BVS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.11481481481481481,-0.12685185185185188,-0.29166666666666663,-0.38981481481481484
2024-11-25,BWBBP,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,0.03412598425196833,-0.002624671916010568,-0.0010498687664042272,0.015748031496062964
2024-08-07,BWEN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,-0.18631178707224327,-0.1558935361216729,-0.19771863117870725,-0.1901140684410646
2024-11-06,BWEN,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,-0.10684931506849316,-0.15068493150684925,-0.013698630136986245,0.17260273972602747
2024-12-02,BWEN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,MARKDOWN->ACCUMULATION,transition,-0.0945273631840795,-0.11442786069651734,-0.06467661691542281,-0.15920398009950243
2024-09-20,BWIN,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,ACCUMULATION->MARKUP,transition,0.03099979470334624,0.057277766372408,0.124615068774379,-0.0981318004516527
2024-11-01,BWIN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,MARKUP->DISTRIBUTION,transition,0.017222344888496277,-0.03002870390814749,0.08368293221461687,-0.1441819386177965
2025-08-06,BWIN,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,DISTRIBUTION->MARKDOWN,transition,0.12522626295869665,0.10613789698864573,0.029455323350337403,-0.08310021392134281
