symbol,date,event,prior_regime
ENTG,2025-04-03,SOW,ACCUMULATION
ENTX,2025-10-10,BC,DISTRIBUTION
ENVA,2025-12-11,BC,ACCUMULATION
ENVA,2024-07-24,SPRING,MARKDOWN
ENVB,2025-05-19,BC,ACCUMULATION
ENVB,2025-01-07,SPRING,ACCUMULATION
ENZL,2024-07-18,SOS,DISTRIBUTION
ENVX,2025-07-07,BC,ACCUMULATION
EONR,2025-10-22,BC,MARKUP
EONR,2025-01-08,SOS,DISTRIBUTION
EOG,2025-12-16,SOW,ACCUMULATION
EOLS,2025-11-10,BC,ACCUMULATION
EOLS,2025-10-10,SPRING,DISTRIBUTION
EOSE,2025-10-13,BC,ACCUMULATION
EOSE,2024-08-21,SPRING,MARKDOWN
EOSE,2025-10-15,SOS,DISTRIBUTION
EP,2024-12-20,BC,DISTRIBUTION
EPAC,2025-12-19,BC,ACCUMULATION
EPAC,2024-10-16,SPRING,MARKDOWN
EPAM,2025-11-06,BC,DISTRIBUTION
EPC,2025-11-13,SOW,ACCUMULATION
EPI,2025-04-09,BC,DISTRIBUTION
EPI,2024-06-04,SPRING,MARKUP
EPI,2024-04-04,SOS,MARKDOWN
EPD,2025-10-30,BC,ACCUMULATION
EPOL,2025-04-09,SOS,DISTRIBUTION
EPM,2025-06-27,BC,ACCUMULATION
EPM,2025-11-17,SOW,DISTRIBUTION
EPOW,2025-09-25,BC,ACCUMULATION
EPOW,2024-05-28,SPRING,MARKDOWN
EPOW,2024-05-14,SOW,ACCUMULATION
EPP,2025-04-09,SPRING,MARKDOWN
EPP,2025-04-04,SOW,ACCUMULATION
EPRT,2025-10-24,BC,ACCUMULATION
EPRT,2025-04-09,SPRING,ACCUMULATION
EPRT,2024-09-18,SOS,MARKDOWN
EPRX,2025-09-22,SOS,DISTRIBUTION
EPSM,2025-09-09,SOS,DISTRIBUTION
EPR,2025-09-09,BC,MARKUP
EPR,2025-07-11,SOS,DISTRIBUTION
EPWK,2025-09-10,BC,DISTRIBUTION
EPSN,2025-03-20,BC,DISTRIBUTION
EPSN,2025-06-27,SOS,DISTRIBUTION
EQ,2025-02-06,BC,DISTRIBUTION
EPU,2025-10-02,SOS,DISTRIBUTION
EPV,2025-04-07,BC,DISTRIBUTION
EQBK,2024-12-10,SOS,DISTRIBUTION
EQL,2024-07-18,SOS,DISTRIBUTION
EQNR,2025-04-09,SPRING,ACCUMULATION
EQH,2024-11-06,BC,ACCUMULATION
EQH,2024-11-05,SPRING,MARKDOWN
EQH,2025-02-06,SOS,DISTRIBUTION
EQIX,2025-10-30,BC,ACCUMULATION
EQIX,2024-03-04,SOS,ACCUMULATION
EQIX,2024-03-20,SOW,DISTRIBUTION
EQR,2024-04-24,BC,ACCUMULATION
EQR,2025-10-29,SOW,ACCUMULATION
EQRR,2024-11-06,BC,DISTRIBUTION
EQT,2025-04-09,BC,MARKUP
EQT,2025-02-12,SOS,DISTRIBUTION
EQWL,2025-10-14,BC,ACCUMULATION
EQX,2025-09-10,BC,ACCUMULATION
EQX,2024-04-26,SPRING,MARKDOWN
EQX,2025-10-09,SOS,DISTRIBUTION
ERAS,2025-12-03,BC,ACCUMULATION
ERAS,2025-04-08,SOW,ACCUMULATION
ERIC,2025-10-28,BC,ACCUMULATION
ERII,2024-10-08,SOS,DISTRIBUTION
ERO,2025-10-14,BC,ACCUMULATION
ERO,2024-03-01,SPRING,MARKDOWN
ERO,2025-12-12,SOS,DISTRIBUTION
ERNA,2025-05-14,BC,DISTRIBUTION
ERX,2024-10-01,BC,MARKUP
ERX,2024-04-01,SOS,DISTRIBUTION
ERY,2025-11-20,BC,MARKDOWN
ERY,2024-04-12,SPRING,DISTRIBUTION
ERY,2024-04-12,SOS,DISTRIBUTION
ERY,2025-11-14,SOW,ACCUMULATION
ESAB,2024-10-29,BC,ACCUMULATION
ESAB,2024-03-15,SPRING,MARKDOWN
ESAB,2025-02-18,SOS,DISTRIBUTION
ES,2024-04-30,SPRING,MARKDOWN
ESCA,2025-11-21,BC,MARKDOWN
ESCA,2024-04-16,SPRING,DISTRIBUTION
ESCA,2024-09-03,SOW,ACCUMULATION
ESEA,2024-08-12,BC,ACCUMULATION
ESEA,2024-08-19,SOS,DISTRIBUTION
ESE,2025-02-07,BC,MARKDOWN
ESE,2025-06-23,SOS,DISTRIBUTION
ESGD,2025-04-09,SPRING,MARKDOWN
ESGD,2025-04-07,SOW,ACCUMULATION
ESGL,2025-10-01,BC,ACCUMULATION
ESGL,2024-09-10,SPRING,MARKDOWN
ESGE,2025-09-11,SOS,DISTRIBUTION
ESHA,2024-10-18,SOS,DISTRIBUTION
ESI,2025-09-04,BC,DISTRIBUTION
ESLA,2025-11-03,BC,DISTRIBUTION
ESML,2025-10-14,BC,ACCUMULATION
ESMV,2025-02-03,BC,MARKUP
ESMV,2024-11-21,SOS,MARKDOWN
ESMV,2024-03-05,SOW,ACCUMULATION
ESLT,2025-03-19,BC,ACCUMULATION
ESLT,2024-09-11,SPRING,MARKDOWN
ESLT,2025-06-11,SOS,DISTRIBUTION
ESLT,2024-07-19,SOW,ACCUMULATION
ESP,2025-06-16,SOS,DISTRIBUTION
ESPO,2025-09-02,BC,ACCUMULATION
ESOA,2025-10-29,BC,ACCUMULATION
ESPR,2025-11-25,BC,ACCUMULATION
ESPR,2024-06-20,SOW,ACCUMULATION
ESQ,2025-06-27,SOS,DISTRIBUTION
ESRT,2025-10-21,BC,DISTRIBUTION
ESS,2024-03-04,SPRING,MARKDOWN
ESTA,2025-11-05,BC,ACCUMULATION
ESTA,2025-12-18,SOS,DISTRIBUTION
ESTC,2025-01-28,BC,MARKUP
ESTC,2024-02-29,SOS,DISTRIBUTION
ETEC,2025-09-23,SOS,DISTRIBUTION
ET,2024-12-02,SOS,DISTRIBUTION
ETHD,2025-11-04,BC,DISTRIBUTION
ETD,2025-01-30,BC,MARKUP
ETD,2024-03-25,SOS,DISTRIBUTION
ETHU,2025-08-22,BC,ACCUMULATION
ETHT,2025-08-22,BC,MARKDOWN
ETHT,2025-03-10,SOW,ACCUMULATION
ETOR,2025-11-11,BC,ACCUMULATION
ETOR,2025-11-07,SPRING,DISTRIBUTION
ETN,2025-11-04,BC,DISTRIBUTION
ETN,2025-04-07,SOW,ACCUMULATION
ETQ,2025-10-29,SOS,DISTRIBUTION
ETON,2025-09-29,BC,ACCUMULATION
ETON,2024-11-22,SPRING,MARKDOWN
ETU,2025-07-16,BC,DISTRIBUTION
ETR,2025-10-29,BC,ACCUMULATION
ETR,2024-12-20,SPRING,MARKUP
ETR,2024-04-17,SOS,DISTRIBUTION
EUAD,2025-06-10,SOS,DISTRIBUTION
ETSY,2025-09-29,BC,ACCUMULATION
ETSY,2024-12-20,SPRING,MARKDOWN
ETSY,2024-07-08,SOW,ACCUMULATION
EUDG,2025-10-09,SOS,DISTRIBUTION
EU,2025-10-15,BC,MARKUP
EU,2024-03-21,SOS,DISTRIBUTION
EUDV,2024-09-13,BC,MARKDOWN
EUDV,2025-02-28,SPRING,DISTRIBUTION
EUSB,2025-09-16,BC,DISTRIBUTION
EVAX,2025-09-25,BC,MARKUP
EVAX,2025-01-24,SOS,DISTRIBUTION
EVC,2025-11-05,BC,DISTRIBUTION
EVCM,2025-12-15,BC,ACCUMULATION
EVEX,2025-06-16,BC,ACCUMULATION
EVEX,2024-09-19,SPRING,MARKDOWN
EVEX,2025-06-26,SOS,DISTRIBUTION
EVEX,2024-08-06,SOW,DISTRIBUTION
EVER,2025-02-25,BC,ACCUMULATION
EVER,2025-03-17,SOS,DISTRIBUTION
EVER,2024-02-28,SOW,ACCUMULATION
EVGN,2025-10-08,BC,ACCUMULATION
EVGN,2025-04-09,SPRING,DISTRIBUTION
EVGN,2024-07-25,SOS,MARKDOWN
EVGO,2025-05-06,BC,MARKUP
EVGO,2024-10-03,SOS,DISTRIBUTION
EVH,2024-08-22,BC,DISTRIBUTION
EVHY,2025-11-10,BC,ACCUMULATION
EVHY,2024-08-20,SOS,MARKDOWN
EVI,2025-10-01,BC,DISTRIBUTION
EVI,2025-09-22,SOS,MARKDOWN
EVI,2024-08-09,SOW,ACCUMULATION
EVLU,2025-10-07,SOS,DISTRIBUTION
EVIM,2025-04-07,SOW,ACCUMULATION
EVLV,2025-05-16,BC,ACCUMULATION
EVLV,2025-05-21,SOS,DISTRIBUTION
EVNT,2025-05-02,SOS,DISTRIBUTION
EVMT,2025-09-24,BC,ACCUMULATION
EVMT,2025-04-08,SOW,DISTRIBUTION
EVO,2024-11-14,BC,ACCUMULATION
EVO,2024-08-07,SPRING,DISTRIBUTION
EVR,2025-04-07,SPRING,DISTRIBUTION
EVR,2025-09-24,SOS,ACCUMULATION
EVRG,2025-06-09,BC,ACCUMULATION
EVRG,2024-09-20,SPRING,MARKDOWN
EVRG,2025-02-27,SOS,ACCUMULATION
EVTC,2025-02-27,BC,DISTRIBUTION
EVTC,2025-11-11,SPRING,MARKDOWN
EVTC,2025-11-07,SOW,ACCUMULATION
EVTR,2024-08-02,SOS,DISTRIBUTION
EVTV,2025-08-04,BC,DISTRIBUTION
EVTL,2025-12-04,BC,DISTRIBUTION
EVUS,2024-11-20,SOS,DISTRIBUTION
EVX,2025-04-02,SOW,ACCUMULATION
EW,2025-10-27,BC,ACCUMULATION
EW,2024-04-17,SOS,DISTRIBUTION
EW,2024-04-26,SOW,MARKUP
EWBC,2025-09-05,SOS,DISTRIBUTION
EWD,2025-03-04,SPRING,MARKDOWN
EWCZ,2025-05-15,BC,ACCUMULATION
EWC,2025-02-03,BC,DISTRIBUTION
EWC,2024-11-21,SOS,ACCUMULATION
EWH,2025-08-22,SOS,DISTRIBUTION
EWG,2025-06-17,SOS,DISTRIBUTION
EWI,2025-06-17,SOS,DISTRIBUTION
EWM,2024-08-05,BC,MARKUP
EWQ,2025-07-15,SOS,DISTRIBUTION
EWTX,2025-12-24,BC,ACCUMULATION
EWUS,2025-03-04,BC,DISTRIBUTION
EWUS,2024-05-23,SOS,ACCUMULATION
EWUS,2025-04-04,SOW,DISTRIBUTION
EWU,2025-01-14,SPRING,ACCUMULATION
EWW,2025-09-11,BC,ACCUMULATION
EWW,2024-03-20,SOS,DISTRIBUTION
EWV,2025-11-20,BC,DISTRIBUTION
EWV,2025-07-02,SPRING,MARKUP
EWV,2024-11-07,SOS,MARKDOWN
EWX,2024-12-20,BC,DISTRIBUTION
EWZ,2025-06-30,BC,ACCUMULATION
EWZ,2024-12-11,SPRING,MARKDOWN
EWZ,2024-11-29,SOW,DISTRIBUTION
EWZS,2025-03-14,BC,ACCUMULATION
EXAS,2025-11-19,BC,ACCUMULATION
EXC,2025-07-31,BC,DISTRIBUTION
EXC,2025-10-07,SOS,DISTRIBUTION
EXEL,2025-05-14,BC,ACCUMULATION
EXFY,2024-11-20,SOS,DISTRIBUTION
EXOD,2025-09-24,BC,MARKUP
EXOD,2025-05-13,SOS,DISTRIBUTION
EXLS,2025-04-30,BC,ACCUMULATION
EXLS,2025-10-30,SPRING,DISTRIBUTION
EXLS,2025-01-21,SOS,MARKDOWN
EXK,2025-10-08,BC,ACCUMULATION
EXK,2025-10-14,SOS,DISTRIBUTION
EXP,2025-04-09,BC,ACCUMULATION
EXP,2025-04-09,SPRING,ACCUMULATION
EXP,2025-05-28,SOW,DISTRIBUTION
EXPD,2025-11-05,BC,ACCUMULATION
EXPE,2025-11-07,BC,ACCUMULATION
EXPI,2025-07-22,BC,ACCUMULATION
EXPI,2024-05-01,SPRING,MARKDOWN
EXPI,2024-02-26,SOS,DISTRIBUTION
EXPI,2024-03-15,SOW,MARKUP
EXPO,2025-10-31,BC,ACCUMULATION
EXR,2025-04-09,SPRING,MARKDOWN
EXR,2025-04-08,SOW,ACCUMULATION
EXTR,2024-05-16,BC,MARKDOWN
EXTR,2024-02-14,SPRING,DISTRIBUTION
EXTR,2024-06-21,SOS,DISTRIBUTION
EXTR,2024-04-04,SOW,ACCUMULATION
EYE,2025-09-18,BC,MARKDOWN
EYE,2024-04-10,SOW,ACCUMULATION
EYLD,2025-10-21,BC,ACCUMULATION
EYPT,2025-09-05,BC,MARKDOWN
EYPT,2024-07-11,SPRING,DISTRIBUTION
EYPT,2024-07-18,SOW,ACCUMULATION
EZET,2025-07-16,BC,DISTRIBUTION
EYEG,2025-08-01,BC,DISTRIBUTION
EZBC,2025-10-03,BC,ACCUMULATION
EZGO,2025-05-13,BC,DISTRIBUTION
EZGO,2025-01-07,SPRING,ACCUMULATION
EZGO,2024-04-12,SOS,MARKDOWN
EZJ,2025-04-04,SOW,ACCUMULATION
EZPW,2025-09-18,BC,ACCUMULATION
EZPW,2025-12-02,SOS,DISTRIBUTION
F,2025-10-24,BC,DISTRIBUTION
F,2024-07-12,SOS,ACCUMULATION
F,2024-04-15,SOW,ACCUMULATION
EZU,2025-06-17,SOS,DISTRIBUTION
FAAR,2024-04-11,SOS,DISTRIBUTION
FAD,2024-11-21,BC,ACCUMULATION
FAD,2025-07-30,SOS,ACCUMULATION
FALN,2024-10-07,SOS,DISTRIBUTION
FAMI,2025-01-10,BC,ACCUMULATION
FARM,2025-09-11,BC,MARKDOWN
FARM,2024-08-02,SPRING,DISTRIBUTION
FARM,2024-09-13,SOW,ACCUMULATION
FARX,2025-10-06,SOS,DISTRIBUTION
FAS,2024-11-21,SOS,DISTRIBUTION
FAST,2025-04-09,BC,DISTRIBUTION
FAT,2025-09-23,BC,DISTRIBUTION
FATBB,2025-04-02,BC,DISTRIBUTION
FAZ,2025-04-04,BC,DISTRIBUTION
FAZ,2024-07-24,SPRING,MARKDOWN
FAZ,2024-07-18,SOW,MARKUP
FATE,2025-10-09,BC,MARKDOWN
FATE,2025-02-14,SOW,DISTRIBUTION
FAUG,2025-07-31,SOS,DISTRIBUTION
FBGL,2025-12-19,BC,MARKDOWN
FBGL,2025-10-23,SOW,ACCUMULATION
FBIN,2025-11-21,SPRING,ACCUMULATION
FBIN,2025-11-21,SOW,ACCUMULATION
FBCV,2025-07-01,BC,ACCUMULATION
FBIO,2025-12-16,BC,MARKUP
FBIO,2025-09-10,SOS,DISTRIBUTION
FBLA,2025-11-24,BC,ACCUMULATION
FBLA,2025-12-15,SOS,DISTRIBUTION
FBK,2025-10-14,BC,DISTRIBUTION
FBL,2025-01-27,BC,DISTRIBUTION
FBLG,2025-04-21,BC,DISTRIBUTION
FBLG,2025-10-07,SOW,ACCUMULATION
FBNC,2025-08-22,SOS,DISTRIBUTION
FBT,2025-11-05,SOS,DISTRIBUTION
FBTC,2025-10-03,BC,ACCUMULATION
FBTC,2025-05-21,SPRING,MARKDOWN
FC,2024-11-06,BC,MARKDOWN
FC,2024-06-26,SOW,ACCUMULATION
FBYD,2025-11-28,BC,ACCUMULATION
FCA,2024-10-07,SOS,DISTRIBUTION
FCEF,2024-08-19,SOS,DISTRIBUTION
FCCO,2025-09-19,BC,MARKDOWN
FCCO,2025-12-19,SOS,ACCUMULATION
FCEL,2025-10-14,BC,DISTRIBUTION
FCFS,2025-10-30,BC,ACCUMULATION
FCFS,2025-04-03,SPRING,MARKDOWN
FCFY,2025-02-20,BC,ACCUMULATION
FCG,2024-11-06,BC,DISTRIBUTION
FCN,2025-07-24,BC,DISTRIBUTION
FCPI,2024-04-05,BC,DISTRIBUTION
FCPI,2024-05-31,SOS,DISTRIBUTION
FCNCA,2024-11-06,BC,ACCUMULATION
FCOM,2024-12-11,BC,MARKDOWN
FCOM,2025-02-03,SOS,DISTRIBUTION
FCOR,2024-09-12,SOS,DISTRIBUTION
FCPT,2024-03-15,BC,DISTRIBUTION
FCPT,2024-07-11,SOS,DISTRIBUTION
FCSH,2024-08-29,BC,MARKDOWN
FCSH,2024-09-06,SOS,DISTRIBUTION
FCX,2025-04-07,SPRING,DISTRIBUTION
FCX,2024-04-10,SOS,DISTRIBUTION
FCUV,2025-04-29,BC,ACCUMULATION
FCUV,2025-10-06,SPRING,DISTRIBUTION
FDBC,2025-12-10,BC,ACCUMULATION
FDBC,2025-04-04,SPRING,MARKDOWN
FDBC,2024-07-15,SOS,ACCUMULATION
FDBC,2025-04-03,SOW,MARKUP
FDEV,2024-03-20,BC,MARKUP
FDEC,2025-07-31,SOS,DISTRIBUTION
FDL,2025-03-07,BC,ACCUMULATION
FDL,2024-04-19,SPRING,MARKDOWN
FDM,2025-08-12,SPRING,MARKDOWN
FDMT,2025-10-27,BC,ACCUMULATION
FDP,2024-12-02,BC,ACCUMULATION
FDP,2024-08-02,SPRING,MARKDOWN
FDP,2025-07-30,SOS,DISTRIBUTION
FDSB,2025-07-28,SOS,DISTRIBUTION
FDRV,2025-10-13,BC,DISTRIBUTION
FDS,2025-09-15,SOW,ACCUMULATION
FDTS,2025-08-11,SOS,DISTRIBUTION
FDUS,2025-08-08,BC,ACCUMULATION
FDUS,2025-04-09,SPRING,MARKDOWN
FDUS,2025-04-07,SOW,ACCUMULATION
FDX,2025-12-19,BC,ACCUMULATION
FDX,2025-04-09,SPRING,MARKDOWN
FDX,2025-04-03,SOW,ACCUMULATION
FE,2025-09-26,BC,ACCUMULATION
FE,2025-02-28,SPRING,ACCUMULATION
FE,2025-10-08,SOS,DISTRIBUTION
FEAM,2025-10-08,BC,DISTRIBUTION
FEAM,2025-10-10,SOS,DISTRIBUTION
FEBO,2024-07-01,SOS,DISTRIBUTION
FEGE,2025-09-05,BC,MARKDOWN
FEGE,2025-10-01,SOS,DISTRIBUTION
FEBZ,2025-10-30,SOS,DISTRIBUTION
FEDU,2025-07-11,BC,MARKDOWN
FEDU,2024-08-26,SOS,ACCUMULATION
FEDU,2024-12-03,SOW,DISTRIBUTION
FEIG,2025-09-19,BC,MARKUP
FEIG,2024-09-04,SOS,ACCUMULATION
FEIM,2025-12-12,BC,ACCUMULATION
FEIM,2025-12-22,SOS,DISTRIBUTION
FELE,2025-10-28,BC,MARKUP
FELE,2024-02-29,SOS,DISTRIBUTION
FELG,2025-07-31,SOS,ACCUMULATION
FENC,2025-11-17,BC,MARKUP
FENC,2024-02-29,SOS,DISTRIBUTION
FEMY,2025-10-16,BC,MARKDOWN
FEMY,2024-02-27,SOS,ACCUMULATION
FEMY,2025-06-04,SOW,DISTRIBUTION
FENG,2025-08-26,BC,ACCUMULATION
FENG,2024-07-10,SOS,DISTRIBUTION
FER,2025-12-11,SOS,DISTRIBUTION
FET,2025-10-23,BC,ACCUMULATION
FET,2024-11-06,SPRING,MARKDOWN
FET,2025-12-17,SOS,DISTRIBUTION
FET,2024-10-18,SOW,ACCUMULATION
FERG,2025-09-16,BC,DISTRIBUTION
FEUS,2025-12-12,SOS,DISTRIBUTION
FEX,2024-09-11,BC,MARKDOWN
FF,2025-10-15,BC,DISTRIBUTION
FEZ,2025-07-23,BC,ACCUMULATION
FEZ,2025-08-22,SOS,DISTRIBUTION
FFDI,2025-02-18,SOS,DISTRIBUTION
FFBC,2024-11-06,BC,ACCUMULATION
FFEB,2025-10-10,SOS,DISTRIBUTION
FFIN,2024-11-06,BC,MARKDOWN
FFIN,2024-11-25,SOS,DISTRIBUTION
FFIN,2024-04-10,SOW,ACCUMULATION
FFLC,2025-04-07,SPRING,MARKDOWN
FFLC,2025-04-04,SOW,ACCUMULATION
FFIV,2025-01-29,BC,ACCUMULATION
FFIV,2024-10-28,SPRING,MARKDOWN
FFIV,2025-07-31,SOS,ACCUMULATION
FFOG,2024-04-19,SOW,ACCUMULATION
FFND,2024-11-06,SOS,DISTRIBUTION
FFTY,2025-08-01,BC,ACCUMULATION
FFTY,2025-10-07,SOS,DISTRIBUTION
FFWM,2025-07-01,BC,DISTRIBUTION
FG,2025-11-10,BC,DISTRIBUTION
FGBI,2025-10-03,BC,DISTRIBUTION
FGEN,2025-12-15,BC,DISTRIBUTION
FGEN,2025-08-18,SOS,ACCUMULATION
FGI,2025-05-09,BC,ACCUMULATION
FGI,2025-05-07,SPRING,MARKDOWN
FGI,2025-04-09,SOW,ACCUMULATION
FGM,2025-05-16,SOS,DISTRIBUTION
FHDG,2025-09-09,SOS,DISTRIBUTION
FHB,2025-01-31,BC,DISTRIBUTION
FHLC,2025-10-01,BC,ACCUMULATION
FHI,2025-08-01,BC,ACCUMULATION
FHI,2025-09-10,SOS,DISTRIBUTION
FHN,2025-10-14,BC,ACCUMULATION
FHN,2025-03-21,SPRING,ACCUMULATION
FHYS,2025-07-16,BC,ACCUMULATION
FHYS,2025-08-22,SOS,DISTRIBUTION
FICO,2025-04-07,BC,ACCUMULATION
FICO,2024-08-06,SPRING,MARKDOWN
FICO,2024-10-18,SOS,DISTRIBUTION
FIBK,2024-11-25,SOS,DISTRIBUTION
FIG,2025-10-08,BC,DISTRIBUTION
FIG,2025-07-31,SOS,MARKDOWN
FIG,2025-04-08,SOW,ACCUMULATION
FIGS,2025-12-01,BC,MARKDOWN
FIGS,2025-03-21,SPRING,ACCUMULATION
FIGS,2025-04-03,SOW,ACCUMULATION
FIHL,2024-08-15,BC,MARKUP
FIHL,2024-04-29,SOS,DISTRIBUTION
FIHL,2025-02-20,SOW,DISTRIBUTION
FIIG,2025-08-27,BC,MARKUP
FINV,2025-03-18,BC,ACCUMULATION
FINV,2025-02-18,SPRING,MARKDOWN
FIP,2025-05-09,BC,DISTRIBUTION
FIP,2024-03-11,SPRING,MARKDOWN
FIP,2024-04-03,SOS,ACCUMULATION
FITB,2025-07-22,BC,MARKDOWN
FITB,2024-10-15,SOS,ACCUMULATION
FITB,2025-04-04,SOW,DISTRIBUTION
FISI,2025-12-10,SOS,DISTRIBUTION
FITBI,2024-11-29,BC,DISTRIBUTION
FITE,2025-10-01,SOS,DISTRIBUTION
FIW,2025-11-21,SPRING,ACCUMULATION
FIX,2025-07-25,BC,ACCUMULATION
FIX,2025-10-07,SOS,DISTRIBUTION
FJAN,2025-07-31,SOS,DISTRIBUTION
FIZZ,2025-03-07,BC,DISTRIBUTION
FKU,2025-08-22,SOS,DISTRIBUTION
FKWL,2025-08-20,BC,ACCUMULATION
FLAU,2024-04-15,SOW,ACCUMULATION
FLBR,2025-03-14,BC,DISTRIBUTION
FLCC,2024-10-23,BC,MARKDOWN
FLCC,2024-11-12,SOS,DISTRIBUTION
FLCG,2025-11-14,BC,DISTRIBUTION
FLD,2025-09-19,BC,DISTRIBUTION
FLCH,2025-03-05,BC,MARKUP
FLDB,2025-10-17,BC,ACCUMULATION
FLDZ,2025-04-01,BC,MARKUP
FLDZ,2024-12-06,SOS,DISTRIBUTION
FLG,2025-11-25,BC,ACCUMULATION
FLEE,2025-02-28,BC,ACCUMULATION
FLEE,2025-06-23,SOS,DISTRIBUTION
FLEU,2025-05-14,SOS,DISTRIBUTION
FLEX,2025-10-29,BC,ACCUMULATION
FLEX,2025-12-10,SOS,DISTRIBUTION
FLGB,2025-03-04,BC,ACCUMULATION
FLGB,2025-06-20,SOS,DISTRIBUTION
FLGC,2025-07-10,BC,DISTRIBUTION
FLGR,2024-03-20,SOS,DISTRIBUTION
FLGR,2024-04-12,SOW,MARKUP
FLJH,2025-09-11,BC,ACCUMULATION
FLIN,2025-08-22,BC,DISTRIBUTION
FLIN,2024-05-23,SOS,MARKDOWN
FLIN,2024-02-28,SOW,ACCUMULATION
FLL,2024-11-06,BC,MARKUP
FLL,2024-07-25,SOS,DISTRIBUTION
FLLA,2024-11-27,SOW,ACCUMULATION
FLMI,2025-09-08,BC,ACCUMULATION
FLNG,2025-07-29,BC,ACCUMULATION
FLNG,2024-11-04,SOW,ACCUMULATION
FLNT,2025-12-23,BC,DISTRIBUTION
FLNC,2025-10-14,BC,ACCUMULATION
FLNC,2025-10-13,SPRING,ACCUMULATION
FLNC,2024-05-24,SOS,MARKDOWN
FLNC,2024-04-23,SOW,DISTRIBUTION
FLO,2025-03-06,SPRING,MARKDOWN
FLO,2025-02-10,SOW,ACCUMULATION
FLQL,2024-11-21,SOS,DISTRIBUTION
FLQM,2025-07-01,BC,MARKUP
FLQM,2024-11-05,SOS,DISTRIBUTION
FLR,2025-06-11,BC,MARKDOWN
FLR,2024-10-16,SOS,ACCUMULATION
FLR,2025-04-04,SOW,DISTRIBUTION
FLRG,2024-06-17,BC,MARKDOWN
FLRG,2025-04-07,SPRING,ACCUMULATION
FLRG,2024-07-18,SOS,DISTRIBUTION
FLRT,2025-06-30,BC,ACCUMULATION
FLSA,2025-09-23,BC,ACCUMULATION
FLSA,2025-06-23,SPRING,DISTRIBUTION
FLSA,2025-06-23,SOW,DISTRIBUTION
FLSP,2025-10-21,SOS,DISTRIBUTION
FLTR,2024-11-01,BC,MARKUP
FLSW,2024-05-01,SOW,ACCUMULATION
FLTW,2025-04-04,SOW,ACCUMULATION
FLUX,2025-09-16,BC,MARKDOWN
FLUX,2024-06-12,SPRING,ACCUMULATION
FLUX,2024-11-04,SOW,ACCUMULATION
FLV,2025-09-10,SOS,DISTRIBUTION
FLWS,2025-10-21,BC,ACCUMULATION
FLUT,2025-02-14,BC,ACCUMULATION
FLUT,2025-07-17,SOS,DISTRIBUTION
FLUT,2024-08-05,SOW,ACCUMULATION
FLX,2025-06-13,BC,DISTRIBUTION
FLXS,2025-06-16,BC,MARKUP
FLXS,2024-04-02,SOS,DISTRIBUTION
FLYX,2025-08-19,BC,DISTRIBUTION
FLYW,2024-08-02,BC,DISTRIBUTION
FMAT,2025-07-01,BC,MARKUP
FMAT,2024-07-16,SOS,MARKDOWN
FMAT,2024-07-01,SOW,DISTRIBUTION
FMAG,2024-04-19,SOW,ACCUMULATION
FMAR,2024-05-31,SOS,DISTRIBUTION
FMBH,2024-11-06,BC,MARKDOWN
FMBH,2025-04-07,SPRING,DISTRIBUTION
FMC,2024-10-30,BC,DISTRIBUTION
FMC,2025-10-01,SOW,ACCUMULATION
FMCX,2025-07-03,SOS,ACCUMULATION
FMET,2024-12-20,BC,DISTRIBUTION
FMKT,2025-10-14,BC,DISTRIBUTION
FMHI,2025-09-11,BC,ACCUMULATION
FMNB,2025-08-22,BC,DISTRIBUTION
FMNY,2025-09-05,BC,MARKDOWN
FMNY,2024-05-29,SOW,MARKUP
FMST,2025-10-06,BC,MARKUP
FMST,2025-05-15,SPRING,MARKDOWN
FMST,2025-06-02,SOS,DISTRIBUTION
FMST,2024-11-22,SOW,ACCUMULATION
FMS,2024-12-02,SPRING,MARKDOWN
FMX,2025-12-02,BC,ACCUMULATION
FMX,2025-01-06,SPRING,MARKDOWN
FMX,2025-01-03,SOW,DISTRIBUTION
FNCL,2024-03-20,BC,MARKDOWN
FNCL,2024-03-20,SPRING,MARKDOWN
FNCL,2024-07-16,SOS,DISTRIBUTION
FND,2025-08-22,BC,ACCUMULATION
FND,2025-10-30,SOW,DISTRIBUTION
FNB,2025-10-14,BC,ACCUMULATION
FNB,2025-04-04,SPRING,DISTRIBUTION
FNDA,2025-08-22,BC,MARKDOWN
FNDA,2025-02-21,SOW,DISTRIBUTION
FNDE,2025-08-01,SOS,DISTRIBUTION
FNDX,2025-10-14,BC,ACCUMULATION
FNF,2024-11-25,BC,MARKDOWN
FNF,2024-03-14,SOW,ACCUMULATION
FNKO,2025-05-12,BC,DISTRIBUTION
FNLC,2025-12-10,BC,ACCUMULATION
FNWB,2025-02-12,BC,MARKUP
FNWB,2024-04-10,SOS,DISTRIBUTION
FNOV,2024-07-01,BC,MARKDOWN
FNOV,2024-11-06,SOS,DISTRIBUTION
FOA,2024-11-18,BC,ACCUMULATION
FOA,2024-11-11,SPRING,MARKDOWN
FOA,2024-12-24,SOS,DISTRIBUTION
FNY,2024-11-05,SOS,DISTRIBUTION
FOLD,2025-12-12,BC,ACCUMULATION
FOCT,2024-11-06,SOS,DISTRIBUTION
FOR,2025-07-23,BC,MARKDOWN
FOR,2025-01-21,SOW,DISTRIBUTION
FONR,2025-10-01,BC,DISTRIBUTION
FORA,2025-10-13,BC,MARKUP
